,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,xrm
20130315,-0.14,0.14,-0.12,-0.11,0.02,-0.12,-0.26,-0.37,-0.25,-0.08,-0.19
20130318,0.03,-0.5,-0.58,-0.52,-0.51,-0.52,-0.46,-0.38,-0.66,-0.61,-0.5
20130319,-0.26,-0.59,-0.44,-0.43,-0.36,-0.39,-0.43,-0.43,-0.48,-0.24,-0.24
20130320,0.57,0.81,0.94,0.85,1.11,0.94,1.03,1.02,1.02,0.75,0.76
20130321,-0.39,-0.67,-0.68,-0.8,-0.84,-0.95,-0.86,-1.03,-0.81,-0.85,-0.85
20130322,0.29,0.1,0.12,0.19,-0.02,0.36,0.21,0.36,0.48,0.75,0.62
20130325,0.19,0.11,-0.09,-0.13,-0.16,-0.19,-0.2,-0.38,-0.28,-0.34,-0.29
20130326,0.08,-0.12,0.37,0.46,0.51,0.47,0.56,0.71,0.73,0.93,0.76
20130327,0.03,-0.18,-0.04,0.06,0.3,0.26,0.11,-0.03,0.08,0.13,-0.02
20130328,0.45,-0.08,0.08,-0.05,0.23,0.28,0.63,0.71,0.74,0.51,0.39
20130401,-0.73,-1.45,-1.49,-1.55,-1.54,-1.06,-0.98,-1.04,-0.72,-0.5,-0.57
20130402,-0.43,-0.17,-0.34,-0.51,-0.59,-0.61,-0.43,-0.27,0.17,0.46,0.33
20130403,-0.98,-1.48,-1.72,-1.59,-1.51,-1.61,-1.73,-1.41,-1.23,-1.05,-1.16
20130404,0.2,0.6,0.73,0.73,0.77,0.53,0.47,0.58,0.49,0.39,0.42
20130405,-0.12,-0.17,-0.37,-0.28,-0.35,-0.32,-0.18,-0.27,-0.3,-0.4,-0.41
20130408,0.19,0.44,0.76,0.62,1.29,0.89,0.89,0.79,0.86,0.65,0.7
20130409,-0.07,-0.29,-0.2,0,-0.01,0.19,0.24,0.29,0.25,0.39,0.31
20130410,1.31,2.18,1.94,1.94,1.93,1.19,1.48,1.36,1.2,1.18,1.28
20130411,0.01,-0.12,0.06,0.2,0.26,0.32,0.42,0.53,0.53,0.37,0.35
20130412,-0.19,-0.42,-0.54,-0.43,-0.41,-0.58,-0.58,-0.3,-0.4,-0.33,-0.28
20130415,-2.71,-4.14,-4.04,-3.78,-3.69,-3.3,-3.06,-3.27,-2.58,-2.48,-2.48
20130416,1.01,1.63,1.65,1.63,1.48,1.57,1.68,1.72,1.58,1.34,1.47
20130417,-1.33,-1.49,-2.16,-1.75,-2.04,-1.59,-1.56,-1.66,-1.55,-1.33,-1.46
20130418,-0.12,-0.05,-0.64,-0.7,-0.67,-0.57,-0.57,-0.67,-0.41,-0.76,-0.71
20130419,0.78,1.03,1.14,1.06,0.74,0.87,0.8,1.1,1.14,0.87,0.97
20130422,0.25,-0.14,0.22,0.11,0.38,0.31,0.58,0.44,0.27,0.46,0.45
20130423,1.29,2.06,2.01,1.55,1.66,1.16,1.23,1.27,0.96,0.95,1.11
20130424,0.17,0.39,0.88,0.76,0.58,0.48,0.32,0.52,0.23,0.28,0.06
20130425,0.63,0.86,0.55,0.99,0.79,1.05,0.8,0.85,0.47,0.64,0.49
20130426,-0.15,-0.57,-0.56,-0.56,-0.65,-0.35,-0.43,-0.54,-0.4,-0.19,-0.2
20130429,0.69,0.67,0.92,0.73,0.68,0.72,0.76,0.62,0.72,0.71,0.67
20130430,0.26,0.55,0.34,0.46,0.76,0.4,0.67,0.51,0.38,0.13,0.29
20130501,-1.65,-2.96,-2.53,-2.5,-1.88,-1.88,-1.53,-1.31,-0.93,-0.92,-1.08
20130502,1.1,1.79,1.48,1.75,1.3,1.21,1.12,1.13,0.93,1,1.04
20130503,1.07,1.86,2,1.8,1.58,1.24,1.49,1.29,1.23,1.19,1.12
20130506,0.66,0.64,0.43,0.5,0.56,0.8,0.41,0.4,0.22,0.05,0.23
20130507,0.33,0.77,0.81,0.79,0.65,1,0.83,0.6,0.67,0.53,0.54
20130508,0.24,0.27,0.46,0.42,0.64,0.5,0.7,0.66,0.41,0.5,0.44
20130509,-0.19,-0.11,-0.25,-0.4,-0.35,-0.55,0.01,-0.48,-0.44,-0.21,-0.31
20130510,0.72,0.82,0.98,1.23,0.83,1.02,0.87,0.7,0.76,0.46,0.54
20130513,0.24,-0.26,-0.26,-0.23,-0.35,-0.19,-0.04,-0.34,-0.32,0.02,-0.02
20130514,0.7,1.42,1.33,1.4,1.31,1.09,1.44,1.19,1.2,1.14,1.1
20130515,0.22,0.51,0.4,0.38,0.4,0.2,0.38,0.55,0.55,0.49,0.51
20130516,-0.38,-0.26,-0.42,-0.19,-0.37,-0.28,-0.67,-0.73,-0.5,-0.67,-0.5
20130517,0.64,1.02,1,1.27,1.05,1.02,1.3,0.99,1.09,1.2,1.04
20130520,0.43,0.42,0.59,0.26,0.54,0.33,0.15,0.05,-0.14,-0.1,-0.06
20130521,0.33,0.28,0.04,0.05,0.13,0.2,0.11,0.12,0.19,0.15,0.16
20130522,-0.79,-1.63,-1.4,-1.66,-1.62,-1.44,-1.42,-1.36,-1.08,-0.88,-0.92
20130523,0.26,0.75,0.34,0.19,-0.01,0.23,0.16,-0.06,-0.17,-0.26,-0.19
20130524,0.35,0.37,0.22,0.17,-0.27,-0.35,-0.36,-0.43,-0.33,-0.09,-0.06
20130528,0.8,1.61,1.73,1.39,1.25,1.11,0.85,0.77,0.8,0.61,0.77
20130529,-0.54,-1.06,-0.67,-0.78,-0.62,-0.76,-0.74,-0.85,-0.75,-0.58,-0.7
20130530,0.61,1.31,0.87,0.8,1.02,0.73,0.93,0.68,0.52,0.44,0.5
20130531,-0.46,-1.1,-0.8,-1.01,-0.8,-0.73,-1.05,-1.18,-1.36,-1.44,-1.31
20130603,0.62,1.32,1.44,0.53,-0.04,-0.2,-0.22,-0.24,0.22,0.64,0.48
20130604,-0.6,-0.89,-0.91,-0.83,-0.52,-0.65,-0.57,-0.65,-0.43,-0.6,-0.55
20130605,-0.95,-1.38,-1.29,-1.37,-1.37,-1.46,-1.45,-1.36,-1.33,-1.41,-1.38
20130606,0.71,0.87,1.11,1.04,1.15,1.1,0.82,1.07,0.95,0.97,0.89
20130607,0.09,0.61,0.96,1.02,1.1,1.19,1.29,1.29,1.57,1.32,1.3
20130610,1.02,0.78,0.74,0.72,0.47,0.29,-0.05,0,-0.11,0.03,0.07
20130611,-0.47,-1.11,-1.15,-1.09,-1.27,-1.02,-1.03,-1.27,-1.03,-1.05,-1.04
20130612,-0.37,-0.7,-0.98,-0.73,-0.79,-0.89,-1.02,-0.92,-0.82,-0.74,-0.82
20130613,0.74,1.65,1.87,1.56,1.68,1.61,1.82,1.8,1.61,1.47,1.47
20130614,-0.63,-1.26,-0.99,-0.99,-0.8,-0.75,-0.39,-0.42,-0.5,-0.53,-0.59
20130617,0.3,0.83,0.84,0.71,0.45,0.48,0.63,0.82,0.86,0.66,0.74
20130618,0.74,1.34,1.22,1.17,1.06,0.96,0.68,0.72,0.82,0.79,0.8
20130619,-0.46,-1.22,-1.07,-1.1,-1.21,-1.27,-1.17,-1.3,-1.3,-1.39,-1.28
20130620,-1.65,-2.4,-2.46,-2.4,-2.36,-2.34,-2.45,-2.75,-2.49,-2.48,-2.45
20130621,0.82,0.55,0.47,0.41,0,0.01,-0.31,-0.12,0.2,0.25,0.13
20130624,-1.61,-1.2,-1.22,-1.27,-1.41,-1.23,-1.17,-1.31,-1.07,-1.36,-1.19
20130625,0.79,1.06,0.98,1.04,1.22,1.28,1.16,1.14,1.05,1,0.96
20130626,0.06,0.08,-0.1,0.13,0.32,0.57,0.99,0.75,0.95,1.02,0.92
20130627,1.15,1.72,1.7,1.43,1.73,1.43,1.2,1.22,0.82,0.63,0.77
20130628,0.33,-0.21,-0.08,0.05,-0.04,-0.08,-0.25,-0.24,-0.21,-0.28,-0.33
20130701,1.03,1.33,1.52,1.36,1.4,1.37,1.08,1.2,0.83,0.53,0.71
20130702,-0.07,0.06,-0.19,-0.04,-0.12,-0.23,-0.18,-0.34,-0.26,-0.1,-0.1
20130703,0.27,0.32,0.1,0.11,0.23,0.09,-0.07,0.04,-0.06,0.15,0.11
20130705,0.83,1.67,1.61,1.61,1.46,1.64,1.46,1.1,1.16,1.01,1.11
20130708,0.46,0.48,0.39,0.34,0.39,0.38,0.35,0.27,0.47,0.6,0.53
20130709,0.27,0.68,0.91,0.97,0.85,0.86,0.96,0.94,0.62,0.82,0.74
20130710,0.65,0.49,0.27,0.36,0.1,0.03,0.14,0.36,0.22,-0.03,0.06
20130711,0.7,1.32,1.23,0.95,1.15,1.33,1.02,1.44,1.32,1.42,1.32
20130712,0.19,0.36,0.2,0.43,0.48,0.36,0.35,0.48,0.42,0.38,0.33
20130715,0.76,1.31,0.65,0.49,0.64,0.22,0.21,0.14,0.14,0.18,0.2
20130716,0.15,-0.09,-0.35,-0.62,-0.55,-0.67,-0.72,-0.68,-0.62,-0.47,-0.41
20130717,0.27,0.34,0.47,0.22,0.36,0.49,0.4,0.26,0.24,0.42,0.3
20130718,0.48,0.48,0.86,0.83,0.83,0.97,0.73,0.64,0.83,0.62,0.54
20130719,0.09,0.1,0.09,-0.1,0.02,0.07,0.06,0.18,0.28,0.32,0.09
20130722,0.56,0.37,0.31,0.41,0.18,0.33,0.32,0.15,0.2,0.19,0.22
20130723,0.28,-0.24,-0.16,-0.06,0.07,-0.11,-0.15,-0.13,-0.32,-0.11,-0.15
20130724,-0.18,-0.69,-0.71,-0.95,-0.77,-0.55,-0.52,-0.53,-0.84,-0.47,-0.39
20130725,0.75,1.17,1.07,0.81,0.66,0.63,0.66,0.52,0.67,0.44,0.42
20130726,-0.03,-0.83,-0.52,-0.7,-0.44,-0.53,-0.14,-0.15,0.15,0.13,0.02
20130729,-0.04,-0.83,-0.84,-0.66,-0.57,-0.44,-0.3,-0.39,-0.3,-0.39,-0.37
20130730,0.08,0.06,0.27,0.2,0.4,0.59,0.42,0.54,0.14,-0.01,0.12
20130731,0.32,0.19,0.31,0.14,0.52,0.67,0.56,0.38,0.41,-0.01,0.09
20130801,1.05,1.03,1.35,1.6,1.85,2.02,2.06,1.98,1.72,1.46,1.4
20130802,0.08,-0.03,0.09,0.18,-0.18,-0.04,0.19,0.06,0.14,0.19,0.2
20130805,0.72,0.4,0.21,0.42,0.35,0.24,-0.13,-0.21,-0.08,-0.11,-0.07
20130806,-0.32,-1,-1.05,-0.99,-1.24,-1.25,-1.13,-0.65,-0.68,-0.6,-0.68
20130807,-0.56,-0.83,-0.83,-0.85,-0.72,-0.77,-0.8,-0.59,-0.56,-0.34,-0.42
20130808,0,0.47,0.65,0.31,0.65,0.83,0.56,0.86,0.73,0.52,0.47
20130809,-0.42,-0.71,-0.34,0.13,-0.14,0.18,0.06,0.01,-0.24,-0.27,-0.29
20130812,0.15,0.55,0.56,0.55,0.37,0.45,0.31,-0.07,-0.18,-0.19,-0.02
20130813,-0.26,0.19,-0.1,-0.01,-0.17,0.13,0.03,0,0.18,0.23,0.2
20130814,-0.16,-0.26,-0.3,-0.38,-0.48,-0.51,-0.41,-0.6,-0.63,-0.55,-0.5
20130815,-1.23,-1.67,-1.87,-1.71,-1.78,-1.7,-1.62,-1.54,-1.4,-1.45,-1.47
20130816,-0.03,0,-0.16,-0.25,-0.31,-0.1,-0.17,-0.14,-0.29,-0.31,-0.26
20130819,-0.74,-1.22,-1.04,-1.06,-0.8,-0.86,-0.67,-0.79,-0.72,-0.67,-0.62
20130820,0.82,1.55,1.45,1.4,1.3,1.09,0.98,1.12,0.79,0.47,0.53
20130821,-0.17,-0.69,-0.75,-0.65,-0.67,-0.55,-0.7,-0.59,-0.7,-0.6,-0.59
20130822,1.14,1.59,1.56,1.37,1.23,1.28,1.09,1.19,1.11,0.97,0.93
20130823,0.29,0.14,0.08,0.07,0.02,0.22,0.1,0.15,0.3,0.41,0.38
20130826,0.28,0.09,0.16,0.08,0.14,0.04,-0.04,-0.11,-0.31,-0.36,-0.29
20130827,-1.66,-2.56,-2.71,-2.39,-2.42,-2.42,-2.11,-1.82,-1.88,-1.61,-1.75
20130828,0.43,0.55,0.42,0.39,0.32,0.27,0.26,0.17,0.3,0.3,0.3
20130829,0.72,1.28,1.2,0.98,0.69,0.69,0.38,0.45,0.35,0.31,0.34
20130830,-0.83,-1.65,-1.68,-1.51,-1.37,-1.27,-1.01,-0.7,-0.41,-0.19,-0.47
20130903,0.42,0.96,0.82,0.45,0.18,0.44,0.39,0.29,0.57,0.67,0.46
20130904,0.57,0.81,0.73,0.84,0.93,0.97,1.03,0.85,0.95,0.82,0.83
20130905,0.52,0.39,0.65,0.35,0.35,0.52,0.58,0.24,0.36,0.12,0.19
20130906,0.38,-0.04,-0.02,-0.01,0.03,0.06,0.12,0.1,-0.03,-0.01,0.01
20130909,1,1.74,1.68,1.52,1.35,1.58,1.67,1.39,1.06,0.94,1.09
20130910,0.48,0.73,0.78,0.94,1.07,1.12,0.97,0.95,0.81,0.83,0.8
20130911,0,-0.06,0.02,0.06,0.19,-0.03,-0.01,0.34,0.24,0.46,0.28
20130912,-0.19,-0.57,-0.77,-0.57,-0.62,-0.47,-0.26,-0.41,-0.54,-0.25,-0.32
20130913,0.4,0.7,0.47,0.46,0.58,0.3,0.21,0.31,0.27,0.34,0.29
20130916,0.11,-0.07,0.04,0.18,0.32,0.58,0.53,0.73,0.58,0.63,0.49
20130917,0.46,1.14,1.12,1.14,0.74,0.8,0.79,0.52,0.56,0.48,0.54
20130918,0.53,0.81,0.99,0.94,0.64,0.87,0.69,1.2,1.05,1.19,1.1
20130919,0.03,-0.14,-0.04,-0.18,-0.05,-0.14,-0.16,-0.13,-0.3,-0.11,-0.13
20130920,0.28,0.05,-0.19,-0.1,-0.42,-0.77,-0.73,-0.86,-0.66,-0.67,-0.63
20130923,-0.19,0.1,-0.17,-0.23,-0.34,-0.44,-0.51,-0.5,-0.52,-0.58,-0.45
20130924,0.44,0.46,0.26,0.2,0.35,0.23,0.26,0.18,0.11,-0.14,-0.12
20130925,0.08,-0.01,-0.06,-0.16,-0.04,0.16,-0.07,-0.1,-0.18,-0.29,-0.23
20130926,0.6,0.39,0.47,0.53,0.46,0.39,0.43,0.4,0.34,0.45,0.42
20130927,-0.07,-0.32,-0.38,-0.49,-0.52,-0.28,-0.41,-0.41,-0.49,-0.38,-0.39
20130930,-0.04,0.01,-0.22,-0.04,-0.04,-0.16,-0.1,-0.19,-0.26,-0.62,-0.49
20131001,0.8,1.05,1.23,1.19,1.25,1.39,1.31,1.02,0.87,0.8,0.9
20131002,-0.02,-0.62,-0.53,-0.23,-0.27,0.03,-0.17,-0.05,-0.04,-0.14,-0.1
20131003,-0.73,-1.06,-1.16,-1.07,-0.9,-0.84,-0.69,-0.86,-0.72,-0.95,-0.88
20131004,0.64,0.77,0.81,0.74,0.76,0.76,0.71,0.73,1.03,0.82,0.74
20131007,-0.42,-1.19,-1.18,-1.29,-1.29,-1.19,-1.25,-1.13,-0.91,-0.91,-0.95
20131008,-1.47,-1.89,-1.69,-1.96,-1.45,-1.78,-1.56,-1.56,-1.38,-1.25,-1.35
20131009,-0.33,-0.32,-0.5,-0.55,-0.23,-0.85,-0.28,-0.14,-0.13,0.1,-0.05
20131010,1.71,2.31,2.59,2.51,2.41,2.27,2.09,2.26,1.95,2.44,2.23
20131011,0.92,1.53,1.67,1.53,1.11,1.07,0.69,0.82,0.59,0.61,0.71
20131014,0.38,0.54,0.64,0.56,0.61,0.55,0.31,0.18,0.42,0.4,0.44
20131015,-0.4,-0.75,-0.91,-1.05,-1.02,-1.06,-1.06,-1.1,-0.79,-0.65,-0.73
20131016,1,1.08,0.97,1.23,1.24,1.18,1.24,1.38,1.29,1.44,1.37
20131017,0.95,1.03,0.79,0.65,0.86,0.87,0.88,0.97,0.81,0.68,0.7
20131018,0.56,0.97,1.18,0.88,0.74,0.97,0.79,0.47,0.74,0.47,0.73
20131021,0.16,-0.56,0.07,-0.2,-0.14,0.13,-0.01,-0.1,-0.09,-0.06,-0.02
20131022,0.05,0.18,0.26,0.15,0.42,0.63,0.7,0.78,0.43,0.68,0.5
20131023,-0.34,-0.29,-0.37,-0.52,-0.42,-0.61,-0.7,-0.48,-0.75,-0.51,-0.51
20131024,0.51,0.72,0.73,0.66,0.76,0.74,0.08,0.56,0.11,0.48,0.42
20131025,-0.15,-0.12,0.02,-0.43,0.47,0.15,0.33,0.36,0.37,0.41,0.33
20131028,-0.32,0.06,-0.02,0.07,-0.08,0.07,-0.02,-0.15,0.03,0.1,0.09
20131029,0.36,0.34,0.58,0.35,0.31,0.42,0.7,0.48,0.65,0.57,0.54
20131030,-0.88,-1.54,-1.5,-1.36,-1.11,-0.83,-0.79,-0.69,-0.72,-0.55,-0.61
20131031,-0.48,-0.86,-0.61,-0.53,-0.33,-0.53,0.02,-0.28,-0.11,-0.37,-0.34
20131101,-0.43,-0.26,-0.24,-0.43,-0.45,0.19,0.18,0.14,0.22,0.34,0.2
20131104,0.73,1.16,1.32,1.1,1.05,1.25,0.81,0.73,0.7,0.21,0.47
20131105,-0.07,-0.31,-0.48,-0.33,-0.26,-0.35,-0.32,-0.59,-0.38,-0.2,-0.23
20131106,-0.13,-0.43,-0.51,-0.36,-0.48,-0.26,-0.25,0.09,0.05,0.43,0.27
20131107,-1.08,-1.68,-1.8,-1.62,-1.66,-1.75,-1.87,-1.6,-1.48,-1.39,-1.46
20131108,1.26,2.18,1.9,2.32,1.99,1.78,1.59,1.21,1.49,1.42,1.45
20131111,0.22,-0.01,0.05,0.22,0.36,0.52,0.57,0.27,0.17,0.08,0.12
20131112,-0.48,0.19,0.22,-0.05,0.01,-0.26,-0.27,-0.09,-0.12,-0.27,-0.19
20131113,0.84,1.04,1.08,1.24,0.87,1.21,1.14,1.03,0.91,0.9,0.9
20131114,-0.1,0.18,-0.45,-0.16,0.16,0.22,0.37,0.43,0.43,0.63,0.43
20131115,0.26,0.52,0.46,0.59,0.34,0.54,0.32,0.32,0.54,0.33,0.43
20131118,-0.47,-0.67,-0.75,-0.92,-0.72,-0.71,-0.7,-0.75,-0.8,-0.35,-0.5
20131119,-0.46,-0.42,-0.48,-0.42,-0.59,-0.71,-0.71,-0.6,-0.42,-0.2,-0.27
20131120,-0.08,-0.15,-0.19,-0.12,0.01,-0.29,-0.24,-0.28,-0.28,-0.4,-0.33
20131121,1.08,2.04,1.78,1.8,1.65,1.39,1.01,1.28,0.97,0.88,0.97
20131122,0.58,0.52,0.49,0.23,0.3,0.62,0.48,0.44,0.45,0.69,0.5
20131125,0.34,0.13,0.06,-0.06,0.05,-0.08,-0.29,-0.27,-0.15,-0.19,-0.11
20131126,0.79,1.03,0.88,1.03,0.66,0.4,0.23,0.22,0.05,0.04,0.18
20131127,1.02,0.88,0.74,0.55,0.47,0.21,0.24,0.2,0.19,0.2,0.3
20131129,0.76,0.55,0.37,0.26,-0.1,0.01,-0.08,-0.24,-0.07,-0.13,-0.02
20131202,-0.63,-1.95,-1.34,-1.26,-0.64,-0.38,-0.1,-0.12,-0.23,-0.2,-0.31
20131203,-0.42,-0.24,-0.38,-0.56,-0.6,-0.44,-0.54,-0.16,-0.23,-0.51,-0.34
20131204,0.04,-0.17,-0.36,-0.18,-0.15,-0.06,-0.15,-0.11,-0.26,-0.08,-0.07
20131205,-0.18,-0.07,0.03,0.32,0.24,-0.17,-0.08,-0.32,-0.29,-0.41,-0.35
20131206,0.74,0.62,0.65,0.68,0.92,0.75,0.71,0.72,1.19,1.18,1.02
20131209,-0.38,-0.46,-0.03,-0.32,-0.03,0.12,0.06,0.07,0.2,0.12,0.17
20131210,-0.29,-0.85,-0.88,-0.89,-0.73,-0.36,-0.15,-0.24,-0.25,-0.3,-0.34
20131211,-0.96,-1.41,-1.52,-1.59,-1.58,-1.61,-1.61,-1.42,-1.2,-1.1,-1.16
20131212,0.12,0.07,0.14,0.14,0.29,0.04,0.08,-0.16,-0.06,-0.31,-0.23
20131213,0.34,0.47,0.32,0.27,0.23,0.43,0.29,0.18,0.1,0.13,0.1
20131216,0.79,1.22,1.09,1.27,1.14,0.8,0.88,0.73,0.57,0.64,0.67
20131217,0.07,-0.29,-0.27,0.18,-0.09,-0.12,0.06,-0.06,-0.17,-0.27,-0.26
20131218,0.56,1.27,1.23,1,1.21,1.25,0.98,1.4,1.32,1.75,1.55
20131219,-0.01,-0.42,-0.36,-0.59,-0.76,-0.38,-0.31,-0.37,-0.02,-0.07,-0.1
20131220,1.18,2.15,2.38,1.71,1.43,1.16,1.14,1.05,0.66,0.59,0.69
20131223,1.23,1.35,1.24,1.01,0.85,1.03,0.74,0.62,0.46,0.4,0.62
20131224,0.48,0.62,0.43,0.39,0.37,0.45,0.41,0.44,0.43,0.31,0.34
20131226,0.3,-0.22,0.08,0.18,0.12,0.17,0.15,0.21,0.3,0.51,0.44
20131227,0.2,-0.08,0.02,-0.01,0.04,0.08,0.09,-0.04,-0.08,0.01,-0.05
20131230,0.17,-0.1,-0.07,0.1,0.15,0.1,0.17,0.13,0.2,0.02,0
20131231,0.4,0.35,0.41,0.28,0.25,0.44,0.48,0.46,0.41,0.43,0.44
20140102,0.56,-0.95,-1.25,-1.14,-1.08,-0.79,-1.21,-0.97,-1.03,-0.86,-0.88
20140103,0.8,0.75,0.41,0.3,0.48,0.43,0.17,0.05,0.03,-0.01,0.03
20140106,0.35,-0.94,-0.84,-0.97,-0.79,-0.6,-0.62,-0.54,-0.35,-0.3,-0.34
20140107,1.04,0.79,1.32,0.89,0.85,0.85,0.78,0.99,0.68,0.57,0.68
20140108,0.4,-0.06,0.03,-0.13,0.27,0.21,0.16,0.13,0.25,0.01,0.04
20140109,0.22,0.19,0.84,-0.27,0.06,0.05,0.04,0.16,0.07,0.18,0.02
20140110,0.61,0.61,0.5,0.51,0.41,0.79,0.6,0.4,0.5,0.26,0.27
20140113,-0.49,-1.4,-1.53,-1.42,-1.28,-1.58,-1.47,-1.73,-1.29,-1.35,-1.32
20140114,1.21,1.59,1.35,1.32,1.19,1.45,1.17,1.25,1.26,1.08,1.15
20140115,0.81,0.71,0.8,0.84,0.62,0.47,0.57,0.3,0.19,0.36,0.53
20140116,0.45,0.15,0.25,0.02,-0.06,0.09,0.03,-0.19,0.03,-0.13,-0.07
20140117,0.23,-0.34,-0.54,-0.47,-0.49,-0.54,-0.39,-0.34,-0.3,-0.35,-0.39
20140121,0.92,0.77,0.68,0.71,0.43,0.14,0.41,0.18,0.48,0.24,0.3
20140122,0.61,0.24,0.32,0.63,0.35,0.4,0.55,0.63,0.13,0.17,0.15
20140123,-0.56,-0.83,-0.62,-0.85,-0.84,-0.62,-0.88,-1.08,-0.92,-1.03,-0.86
20140124,-2,-2.45,-2.58,-2.46,-2.35,-2.5,-2.54,-2.48,-2.24,-2.11,-2.19
20140127,-1.4,-1.5,-1.43,-1.46,-1.06,-1.1,-0.73,-0.62,-0.47,-0.54,-0.65
20140128,0.9,0.96,0.86,0.98,0.7,1.01,0.93,1.11,0.87,0.85,0.73
20140129,-0.71,-1.54,-1.36,-1.45,-1.2,-1.37,-1.03,-0.96,-0.87,-1.08,-1.07
20140130,1.15,1.29,1.33,1.62,1.38,1.34,1.6,0.9,1.18,1.27,1.22
20140131,-0.73,-1.2,-0.83,-0.89,-0.54,-0.53,-0.48,-0.45,-0.56,-0.65,-0.66
20140203,-2.16,-3.09,-3.09,-3.31,-3.34,-3.41,-3.33,-2.67,-2.35,-2.31,-2.48
20140204,0.33,0.71,0.7,0.81,0.7,1.15,0.94,0.97,0.83,0.74,0.77
20140205,-0.99,-0.87,-1.08,-0.8,-0.37,-0.3,-0.36,-0.18,-0.25,-0.1,-0.23
20140206,0.48,0.75,0.74,1.24,1.04,1.58,1.31,1.39,1.52,1.29,1.21
20140207,1.08,1.11,0.97,1.19,0.87,1.27,1.05,1.3,1.36,1.39,1.33
20140210,0.88,0.43,0.14,0.15,-0.03,0.13,0.37,0.26,0.05,0.09,0.16
20140211,0.74,0.9,1.09,0.95,0.82,0.93,0.92,0.92,1.02,1.17,1.09
20140212,0.18,0.24,0.39,0.16,0.34,0.53,0.51,0.53,0.03,0.04,0.11
20140213,0.92,1.42,1.71,1.27,1.17,1.25,0.82,0.81,0.7,0.62,0.72
20140214,0.19,0.22,0.22,0.09,0.31,0.36,0.38,0.39,0.38,0.55,0.42
20140218,1.15,1.5,0.94,1.05,0.87,0.54,0.62,0.49,0.54,0.17,0.27
20140219,-0.77,-1.17,-1.28,-1.28,-0.78,-0.82,-0.72,-0.45,-0.33,-0.76,-0.74
20140220,1.02,1.53,1.16,0.78,0.89,1.09,0.73,0.85,0.87,0.7,0.7
20140221,0.15,0.08,-0.09,0.35,0.35,0.19,0.1,0.03,0.06,-0.17,-0.09
20140224,0.58,0.77,0.88,1.05,0.8,0.55,0.55,0.51,0.72,0.59,0.65
20140225,-0.4,-0.3,0.43,-0.37,0.01,0.04,-0.02,-0.07,-0.02,-0.2,-0.1
20140226,0.47,0.46,0.9,1.02,0.5,0.68,0.42,0.36,0.12,-0.02,0.12
20140227,0.95,0.71,0.57,0.63,0.5,0.36,0.82,0.34,0.43,0.5,0.54
20140228,-0.31,-0.68,-0.65,-0.54,0,-0.02,0.1,0.09,0.15,0.36,0.15
20140303,0.01,-0.44,-0.47,-0.77,-0.83,-0.57,-0.67,-0.77,-0.6,-0.68,-0.7
20140304,1.86,2.89,2.81,2.76,2.24,1.96,1.63,1.47,1.43,1.6,1.67
20140305,0.45,-0.16,0.16,-0.11,-0.33,-0.19,-0.23,-0.06,-0.12,0.09,0.01
20140306,0.19,0.12,0.21,0.03,-0.03,0.26,0.15,0.29,0.06,0.28,0.16
20140307,0.25,0,0.05,-0.07,0.28,0.14,0.09,0.04,0.15,0.02,0.04
20140310,0.32,-0.07,-0.14,-0.13,-0.37,-0.51,-0.49,-0.37,-0.22,-0.07,-0.09
20140311,-1.03,-1.1,-1.34,-1.25,-0.89,-0.92,-0.82,-0.58,-0.64,-0.56,-0.62
20140312,-0.08,0.58,0.38,0.5,0.32,0.22,0.14,0.1,0.03,0.11,0.13
20140313,-0.9,-1.28,-1.33,-1.23,-1.27,-1.4,-1.3,-1.19,-1.13,-1.15,-1.21
20140314,0.06,0.45,0.54,0.38,0.33,0.25,0.29,0.15,0.18,-0.24,-0.16
20140317,0.61,0.55,0.51,0.72,0.64,0.79,0.77,0.67,0.79,0.92,0.9
20140318,0.95,1.49,1.55,1.53,1.23,1.23,1.09,0.87,0.63,0.63,0.82
20140319,-0.05,-0.67,-0.7,-0.65,-0.54,-0.6,-0.39,-0.48,-0.55,-0.6,-0.59
20140320,0.24,0.15,0.13,0.31,0.38,0.1,0.28,0.27,0.47,0.54,0.52
20140321,0.12,-0.15,-0.39,-0.34,-0.45,-0.31,-0.28,-0.33,-0.22,-0.3,-0.37
20140324,-1.52,-1.28,-1.11,-1.31,-1.09,-1.09,-0.8,-0.81,-0.87,-0.52,-0.64
20140325,-0.15,0.03,-0.02,-0.18,0.02,-0.01,-0.01,0.09,0.08,0.36,0.3
20140326,-1.83,-2.38,-2.24,-1.9,-1.32,-1.35,-1.17,-0.87,-0.77,-0.66,-0.89
20140327,-0.46,-0.27,-0.09,-0.32,-0.53,-0.28,-0.31,-0.06,-0.22,-0.14,-0.19
20140328,-0.2,0.17,0.06,0.11,0.25,0.47,0.52,0.62,0.69,0.52,0.41
20140331,1.29,2.06,1.93,1.84,1.56,1.61,1.47,1.2,0.88,0.8,0.97
20140401,1.01,1.54,1.43,1.34,1.36,1.24,1.01,1.06,0.95,0.72,0.87
20140402,0.5,0.37,0.31,0.37,0.81,0.46,0.28,0.2,0.56,0.31,0.29
20140403,-1.08,-1.28,-1.16,-1.08,-0.63,-0.63,-0.53,-0.46,-0.17,-0.01,-0.31
